GeneID	GSM8179760	GSM8179762	GSM8179763	GSM8179764	GSM8179766	GSM8179767	GSM8179768	GSM8179769	GSM8179770	GSM8179772	GSM8179774	GSM8179775	GSM8179778
107985937	0	0	0	0	0	0	0	0	0	0	0	0	0
389023	0	0	0	0	0	0	0	0	0	0	0	0	0
107985938	0	0	0	0	0	0	0	0	0	0	0	0	0
105373572	0	0	0	0	0	0	0	0	0	0	0	0	0
105373576	0	0	0	0	0	0	0	0	0	0	0	0	0
8886	831	1164	423	515	697	271	531	507	530	765	599	1167	535
107985939	25	9	9	6	11	6	18	3	4	18	6	30	22
54520	553	726	333	417	571	229	727	374	420	630	503	1256	700
101929908	0	3	1	1	1	0	0	0	0	0	1	1	1
102723413	0	0	0	0	0	0	0	0	0	0	0	2	0
107985940	0	0	0	0	0	0	0	0	0	0	0	0	0
51141	184	178	129	113	146	79	178	128	118	169	172	236	234
100506797	0	0	0	0	0	0	4	0	0	1	0	2	0
105373578	0	0	0	0	0	0	0	0	0	0	0	0	0
107985815	0	0	0	0	0	0	0	0	0	0	0	0	0
105373579	0	0	0	0	0	0	0	0	0	0	0	0	0
101927709	0	0	0	0	0	0	0	0	0	0	0	0	0
2019	0	0	0	0	0	0	0	0	0	0	0	0	0
8685	125	137	26	162	132	23	34	161	169	20	207	167	32
165257	0	0	0	0	0	0	0	0	0	0	0	0	0
107985941	0	0	0	0	0	0	0	0	0	0	0	0	0
55240	37	35	19	32	36	24	19	47	34	43	29	94	25
100874111	3	4	0	4	2	4	2	4	4	7	3	14	3
105373581	11	9	3	6	5	11	4	11	9	10	7	13	6
130355	52	65	30	34	43	27	54	47	48	38	39	73	77
1622	535	860	354	439	550	387	976	534	503	511	691	1133	1134
140738	5	2	1	0	1	2	0	3	0	0	0	2	6
6344	0	0	0	0	0	1	0	0	0	0	0	0	0
107105282	0	0	0	0	0	0	0	0	0	0	0	0	0
200373	0	0	0	0	0	1	0	0	0	0	0	0	0
80775	40	74	28	26	52	29	99	22	43	46	33	117	80
101927764	10	8	9	6	5	4	20	2	5	4	4	22	24
5775	587	706	378	475	462	288	650	398	362	765	548	921	689
107985817	0	0	0	0	0	0	0	0	0	0	0	0	0
57669	43	66	28	31	57	17	75	29	29	55	45	109	72
105373582	2	9	9	19	1	0	8	7	5	6	3	13	8
79134	299	562	219	231	367	145	421	322	349	446	301	537	388
105373583	0	0	0	0	0	0	0	0	0	0	0	0	0
5899	1809	2845	1080	1594	2057	588	1092	2043	2212	1927	1964	1655	1039
105373584	1	0	0	0	0	0	0	0	0	0	0	0	0
105373989	0	0	0	0	0	0	0	1	0	0	1	0	1
3625	3	15	4	2	11	3	5	12	15	8	6	4	5
84931	0	0	0	0	0	0	0	0	0	0	0	0	0
105373585	0	0	0	0	1	0	1	0	1	0	0	0	0
2736	0	0	0	0	0	0	0	0	0	0	0	0	0
105373587	0	0	0	0	0	0	0	0	0	0	0	0	0
105373588	0	0	0	0	0	0	0	0	0	0	0	0	0
29842	11	12	11	34	16	1	7	10	8	24	24	13	30
23332	610	714	278	363	532	183	384	263	349	569	471	797	424
107985942	3	3	0	3	4	1	2	2	1	1	1	2	4
100151683	0	0	0	0	0	0	0	0	0	0	0	0	0
254128	93	115	57	63	74	40	101	72	61	74	62	163	108
84365	259	363	161	178	246	115	286	196	167	219	182	429	292
7247	573	746	351	415	552	207	502	426	475	568	452	822	480
105373590	0	0	1	1	0	0	1	0	0	0	0	0	0
101927801	0	1	0	0	0	0	0	0	0	0	0	0	0
105373592	0	1	0	0	0	0	0	0	1	0	0	0	0
105373591	0	0	0	0	0	1	0	0	1	0	0	1	0
105373593	0	0	0	0	0	0	0	0	0	0	0	0	0
107985943	0	0	0	0	0	0	0	0	0	0	0	0	0
105373594	0	0	0	0	0	0	0	0	0	0	0	0	0
105373595	0	0	0	0	2	3	3	1	2	3	1	2	1
105373596	0	0	0	0	0	0	0	0	0	0	0	0	0
107985818	0	0	0	0	0	0	0	0	0	0	0	0	0
107985819	0	3	1	2	3	2	2	1	2	4	3	2	1
107985820	0	0	0	0	0	0	0	0	0	0	0	0	0
129684	0	0	0	0	0	0	0	0	0	0	0	0	0
105373598	0	0	0	0	0	0	0	0	0	0	0	0	0
105373597	0	0	0	0	0	0	0	0	0	0	0	0	0
105373600	0	0	0	0	0	0	0	0	0	0	0	0	0
105373601	0	0	0	0	0	0	0	0	0	0	0	0	0
105373602	1	0	1	0	0	2	1	1	0	0	2	0	0
2995	8494	6486	4379	5811	8391	15142	3667	9781	5087	11806	7750	4936	4320
105373603	0	0	0	0	0	0	0	0	0	0	0	0	0
101929926	0	0	0	0	0	0	0	0	0	0	0	0	0
105373604	0	0	0	0	0	0	0	0	0	1	0	0	0
274	813	1617	525	367	763	620	1339	708	421	642	690	1689	1422
105373605	0	1	0	1	2	0	0	0	0	0	0	1	0
339761	1	0	0	1	0	0	0	0	0	0	0	3	0
2071	388	666	262	303	424	249	752	286	291	497	386	1010	535
10746	1536	1590	780	941	1098	234	837	814	1538	1266	1198	1445	1123
100506922	24	34	19	11	33	5	33	27	32	13	20	47	29
5624	5	19	7	5	13	10	16	16	12	5	16	15	13
100616187	0	0	0	0	0	0	0	0	0	0	0	0	0
105373608	5	14	9	6	14	5	26	9	5	10	13	31	27
55677	588	967	312	434	604	203	481	383	480	618	496	861	466
4648	74	130	58	77	197	90	145	151	125	318	138	233	146
105373609	0	0	0	0	0	0	0	0	0	0	0	0	0
101927834	0	2	2	1	1	1	2	1	0	1	2	1	2
55679	34	149	51	36	66	93	175	72	32	65	47	217	135
2840	0	2	0	2	5	0	1	1	3	2	2	3	0
55339	855	1213	433	608	863	304	770	485	552	888	628	1379	694
84826	50	67	28	37	53	23	84	33	30	52	46	98	77
5433	290	404	185	193	301	164	415	191	218	284	255	479	375
83607	256	383	155	187	294	151	340	205	219	316	241	517	314
107985944	13	9	1	9	8	7	12	5	7	14	2	11	5
79595	420	523	188	304	391	125	247	222	317	379	403	477	205
56886	823	795	388	527	789	221	532	376	613	939	657	1161	615
9394	123	263	94	145	159	135	201	136	137	184	151	233	144
105373610	0	0	0	0	0	0	1	0	0	0	0	0	0
105373611	0	0	0	0	0	0	0	0	0	0	0	0	1
101927881	0	0	0	0	0	0	0	0	0	0	0	0	0
151121	0	0	0	0	0	0	0	0	0	0	0	0	0
105373612	0	0	0	0	0	0	0	0	0	0	0	0	0
105373613	0	0	0	0	0	0	0	0	0	0	0	0	0
105373614	0	0	0	0	0	0	0	0	0	0	0	0	0
107985945	0	1	0	0	0	0	0	0	0	0	0	0	0
105373615	0	1	0	0	0	0	0	0	0	0	0	0	0
105373616	0	0	0	0	0	0	0	0	0	0	0	0	1
389033	0	0	0	0	0	0	0	0	0	0	0	0	0
101927924	0	0	0	0	0	0	0	0	0	0	0	0	0
100131320	9	10	4	4	5	3	4	4	8	7	8	12	7
84084	76	101	36	47	69	36	54	51	63	55	55	83	59
440905	0	0	0	0	0	0	1	0	0	1	1	1	0
728378	288	462	107	221	338	119	145	201	267	271	280	314	103
105373617	0	0	0	0	0	0	0	0	0	0	0	0	0
285103	0	0	0	0	0	0	0	0	0	0	0	0	0
91409	0	1	1	0	1	1	0	0	0	4	1	3	0
55627	409	646	271	311	523	310	808	275	282	581	428	1047	639
80097	138	496	161	142	262	233	654	148	138	237	314	494	701
112714	0	2	2	1	0	0	3	1	1	1	2	5	5
100189418	1	0	0	0	0	0	1	0	0	1	0	0	0
84317	522	832	253	299	505	281	615	379	433	487	443	845	543
92856	321	679	222	241	444	263	530	295	281	367	295	807	558
26469	1911	2971	954	1602	2626	1608	1885	1586	1814	2562	1981	3262	1512
105373618	3	3	5	6	4	7	7	2	8	4	4	9	17
100216479	1	1	1	2	1	1	3	1	1	7	2	2	1
646802	0	0	0	0	0	0	0	0	0	0	0	0	0
653269	651	967	232	439	676	256	303	425	579	587	573	646	228
653275	0	0	0	0	0	0	1	0	0	1	0	0	0
646743	2	1	0	0	1	0	1	0	0	2	2	1	0
107985778	0	0	0	0	0	0	1	0	0	2	0	1	0
150527	2	1	0	0	1	0	0	0	0	2	1	1	1
55997	0	0	0	0	0	0	1	0	0	0	0	0	0
653781	453	648	164	290	445	168	193	288	383	425	377	421	153
100132708	0	0	0	0	0	0	0	0	0	0	0	0	0
344561	0	0	0	0	0	0	0	0	0	0	0	0	0
205147	0	0	0	0	0	0	0	0	0	0	0	0	0
50649	505	708	223	285	506	185	353	258	316	477	406	686	350
130074	704	984	301	405	624	233	419	399	465	686	562	934	450
55041	1780	2265	800	1246	1749	662	916	1275	1536	1708	1578	2143	1041
445582	452	649	165	287	443	170	195	286	389	427	379	422	154
112268424	0	0	0	0	0	0	0	0	0	0	0	0	0
440910	0	0	0	0	0	0	0	0	0	0	0	0	0
150786	89	137	57	64	97	56	65	58	81	95	96	126	76
112268425	0	0	0	0	0	0	0	0	0	0	0	0	0
389043	0	0	0	0	0	0	0	0	0	0	0	0	0
401010	7	31	8	11	15	7	22	10	18	17	15	32	10
653784	103	323	108	114	180	151	569	109	90	193	251	511	578
113457	2	2	4	2	0	0	7	2	3	2	3	18	16
100616378	1	2	0	1	0	0	5	0	1	2	0	3	3
150776	247	378	174	185	315	197	619	170	176	355	204	602	476
90557	2	0	1	0	4	1	3	1	0	3	2	6	2
440915	0	2	0	0	0	0	1	1	1	0	1	0	0
101927994	0	0	0	0	0	0	0	0	0	0	0	0	0
29798	17	5	1	4	10	6	18	9	0	20	17	29	1
408029	3	1	0	0	1	1	1	2	0	1	1	3	0
101928067	0	0	0	0	0	0	0	0	0	0	0	0	0
554226	0	0	0	0	0	0	1	0	0	0	0	0	1
100313824	0	0	0	0	0	0	0	0	0	0	0	0	0
105373622	0	0	0	0	0	0	0	0	0	0	0	0	0
646915	0	1	0	0	2	1	0	0	0	0	1	2	1
339742	0	0	0	0	0	0	0	0	0	0	0	0	0
2863	1	1	1	0	3	1	2	0	1	0	2	4	2
113218485	0	0	0	0	0	0	0	0	0	0	0	0	0
116372	0	2	1	0	1	1	5	0	1	0	2	1	1
105373623	0	0	0	0	0	0	0	0	0	0	0	0	0
344148	3	2	0	2	0	2	0	1	1	1	2	3	0
101928185	0	0	0	0	0	0	0	0	0	0	0	0	0
112268439	0	0	0	0	0	0	0	0	0	0	0	0	0
101928161	0	0	0	0	0	0	0	0	0	0	0	0	0
105373627	2	0	0	0	0	0	0	0	0	1	0	2	0
105373628	0	0	0	0	0	0	0	0	0	0	0	0	0
4249	941	1292	438	595	763	371	611	550	611	805	694	1255	714
100500878	0	0	0	0	0	0	0	0	0	0	0	0	0
81615	6	10	4	5	8	9	8	10	4	4	10	18	1
105373629	0	0	0	0	0	1	1	0	0	0	1	0	0
130013	6	6	4	2	2	1	3	2	3	4	1	7	6
100847069	0	0	0	0	0	0	0	0	0	0	0	0	0
100129961	12	20	7	9	8	8	13	11	7	8	3	29	31
905	488	533	357	356	345	174	734	310	363	506	492	1176	919
80122	1	4	0	0	0	0	1	0	0	0	1	1	0
22930	607	744	256	371	529	139	262	310	404	475	373	699	298
109616967	1	0	0	0	0	0	1	0	0	0	0	0	1
84083	52	81	21	30	28	31	35	17	23	27	24	82	46
23518	313	387	161	194	274	113	187	160	195	279	197	420	177
406915	0	0	0	0	0	0	0	0	0	0	0	0	0
107985946	9	24	9	14	12	9	20	9	7	10	15	19	20
23190	1143	1318	628	719	924	319	995	637	766	983	855	1707	1069
3938	1	0	0	0	0	0	0	1	0	1	1	0	0
100507600	6	6	1	2	2	1	7	2	4	0	0	4	0
4175	427	413	149	176	246	136	235	217	163	335	187	381	154
1615	481	858	299	250	399	188	384	341	413	418	356	820	433
101928243	9	14	11	6	10	9	6	5	6	9	8	17	15
112268426	532	789	236	322	638	204	399	446	429	517	432	769	444
7852	4049	6587	1976	2400	4263	1597	3048	3500	3534	3870	3239	6527	3441
107985947	1	2	0	0	0	0	0	1	1	0	1	0	1
105373633	1	0	0	0	0	0	0	0	0	0	0	0	0
80731	0	0	0	0	0	0	0	0	0	0	0	0	1
105373634	0	0	0	0	0	0	0	0	0	0	0	0	0
101928273	0	0	0	0	0	0	0	0	0	0	0	0	0
3176	117	265	79	181	209	104	142	154	188	171	209	337	118
107985948	1	1	0	0	0	0	1	0	1	0	0	2	2
105373636	0	1	0	0	0	0	0	0	0	0	0	1	0
105373635	0	0	0	0	0	0	0	0	0	0	0	0	0
105373637	5	0	2	0	1	0	6	4	2	2	3	1	2
339745	667	599	350	394	459	141	422	437	559	583	601	653	547
11249	0	0	0	0	0	0	0	0	0	0	0	0	0
647012	5	3	3	3	1	1	1	1	3	5	2	3	2
105373639	0	0	0	0	0	0	0	0	0	0	0	0	0
105373640	0	0	0	0	0	0	0	0	0	0	0	0	0
107985821	0	0	0	0	0	0	0	0	0	0	0	0	0
105373643	0	0	0	0	0	0	0	0	0	0	0	0	0
105373641	0	0	0	0	0	0	0	0	0	0	0	0	0
105373644	0	0	0	0	0	0	0	0	0	0	0	0	0
105373645	0	0	0	0	0	0	0	0	0	0	0	1	0
105373647	0	0	0	0	0	0	0	0	0	0	0	0	0
107985822	0	0	0	0	0	0	0	0	0	0	0	0	0
53353	0	0	0	0	0	1	0	0	0	0	1	0	0
102465692	0	0	0	0	0	0	0	0	0	0	0	0	0
105373649	0	0	0	0	0	0	0	0	0	0	0	0	0
107985779	1	0	0	1	1	0	0	0	0	1	0	1	0
105373648	0	0	0	0	0	0	0	0	0	0	0	0	0
105373651	0	0	0	0	0	0	0	0	0	0	0	0	0
107985823	0	0	0	0	0	0	0	0	0	0	0	1	0
105373652	0	2	0	0	0	0	1	1	0	1	0	1	1
8942	219	347	127	314	209	98	170	177	244	401	225	351	162
55843	1176	1652	844	714	1103	409	978	1175	1011	997	1090	1611	1248
107985949	1	2	1	0	0	0	0	0	3	1	1	2	1
101928361	9	4	11	0	1	0	7	6	9	5	1	15	7
105373654	8	3	2	1	2	0	3	3	1	1	0	4	4
101928386	1	0	2	0	0	1	1	1	3	0	0	3	2
79712	163	254	119	173	191	61	205	173	195	207	201	243	206
9839	1600	1297	704	1211	1117	328	623	828	1218	1350	1380	1905	673
100303491	16	10	3	9	15	1	6	7	12	9	14	27	12
101928455	0	0	0	0	0	0	0	0	0	0	1	0	1
105373656	3	6	0	7	6	3	3	4	3	1	10	10	6
401014	0	0	0	0	0	0	1	0	0	0	0	0	0
105373663	0	0	0	0	0	0	0	0	0	0	0	0	0
105373662	0	0	0	0	0	0	0	0	0	0	0	0	0
100505498	0	0	0	0	0	0	0	0	0	0	0	0	0
105373664	0	0	0	0	0	0	0	0	0	0	0	0	0
105373665	0	0	0	0	0	0	0	0	0	0	0	0	0
105373666	0	0	0	0	0	0	0	0	0	0	0	0	0
105373667	0	0	0	0	0	0	0	0	0	0	0	0	0
728773	0	1	0	1	1	0	2	0	0	0	0	2	0
105373669	0	0	0	0	0	0	0	0	0	0	0	0	0
105373668	0	0	0	0	0	0	0	0	0	0	0	0	0
107985824	0	0	0	0	0	0	0	0	0	0	0	0	0
92	57	69	30	49	62	37	65	21	50	59	54	141	84
5000	278	290	143	158	237	82	230	198	171	241	193	334	263
105373674	0	0	0	0	0	0	0	0	0	0	0	0	0
55777	181	244	84	131	156	57	115	107	109	160	137	226	107
105373673	0	0	0	0	1	0	0	0	0	0	0	0	0
26122	431	574	247	257	341	147	282	308	359	394	330	602	362
101928526	0	0	0	0	0	0	0	0	0	0	0	0	0
3800	60	79	28	21	36	16	46	35	29	45	30	136	73
112267889	1	1	0	1	2	0	0	1	1	1	2	3	0
101928553	9	1	0	3	5	3	6	0	1	2	3	10	2
130576	2	4	3	3	3	3	1	0	1	2	0	3	2
105373678	0	0	0	0	0	0	0	0	0	0	0	0	0
105373677	0	0	0	0	0	0	0	0	0	0	0	0	0
105373679	0	0	0	0	0	0	0	0	0	0	0	0	0
130574	0	0	0	0	0	0	0	0	0	0	0	0	0
113218495	0	0	0	0	0	0	0	0	0	0	0	0	0
27249	655	921	405	492	731	317	624	559	636	572	622	894	816
101929231	2	5	7	2	2	4	4	2	2	3	1	4	5
105373680	0	0	0	0	0	0	0	0	0	0	0	0	0
150596	0	0	0	0	0	0	1	0	0	0	0	0	0
105373682	0	0	0	0	0	0	0	0	0	0	0	0	0
105373684	0	0	0	0	0	0	0	0	0	0	0	0	0
105373683	0	0	0	0	0	0	0	0	0	0	0	0	0
105373685	0	0	0	0	0	0	0	0	0	0	0	0	0
390	0	1	0	0	0	1	0	0	0	0	0	0	0
101929260	0	0	0	0	0	0	0	0	0	0	0	0	0
101929282	0	0	0	0	0	0	0	0	0	0	0	0	0
105373686	0	0	0	0	0	0	0	0	0	0	0	0	0
107985825	0	0	0	0	0	0	0	0	0	0	0	0	0
107985826	0	0	0	0	0	0	0	0	0	0	0	0	0
375287	236	106	61	143	111	50	106	88	104	123	94	164	142
9111	1044	1579	770	980	993	271	841	935	953	912	867	866	809
107985827	0	0	0	0	0	0	0	0	0	0	0	0	0
101929319	6	8	12	20	9	0	5	8	11	11	6	4	5
7130	304	200	299	372	206	30	97	278	319	353	208	85	169
100616392	0	0	0	0	0	0	0	0	0	0	0	0	0
100616418	0	0	0	0	0	0	0	0	0	0	0	0	0
55183	549	382	246	292	315	79	241	193	251	377	265	494	329
4703	16	39	15	15	5	14	25	4	6	12	17	38	29
101929356	16	12	12	10	10	7	18	3	7	13	19	31	28
26225	254	224	156	180	208	76	245	204	219	254	218	370	323
785	71	15	14	28	34	7	56	13	21	16	57	32	30
10254	417	413	221	238	298	104	250	244	227	295	282	374	318
105373689	0	0	0	1	0	0	1	0	3	0	0	2	0
105373688	0	0	0	0	0	0	0	0	0	0	0	0	0
114793	57	38	15	39	24	8	13	24	33	55	26	37	18
105373690	1	0	2	1	0	1	1	0	2	0	0	0	1
55660	1171	1250	594	796	894	319	768	707	744	1013	742	1387	785
151188	135	167	92	92	134	43	252	131	112	113	139	212	267
105373691	0	0	0	0	0	0	0	0	0	0	0	0	0
107985950	0	0	0	0	0	0	0	0	0	0	0	0	0
107985951	0	0	0	0	0	0	0	0	0	0	0	0	0
56475	0	0	0	0	2	0	1	0	2	0	1	0	2
114805	1	0	2	0	0	0	0	0	1	0	0	2	0
100144595	0	0	0	0	0	0	0	0	0	0	0	0	0
105373692	0	0	0	0	0	0	0	0	0	0	0	0	0
105373694	0	1	0	0	0	0	0	0	0	0	0	0	0
105373693	0	0	0	0	0	0	0	0	0	0	0	0	0
3760	0	3	0	2	0	0	1	1	0	0	0	0	0
105373696	0	0	0	0	0	0	0	0	0	0	0	0	0
107985952	0	0	0	0	0	0	0	0	0	0	0	0	0
105373698	0	0	0	0	0	0	0	0	0	0	0	0	0
105373699	0	0	0	0	0	0	0	0	0	0	0	0	0
105373700	0	0	0	0	0	0	0	0	0	0	0	0	0
107985953	0	0	1	1	0	0	0	0	0	0	0	0	0
107985828	0	0	0	0	0	0	0	0	0	0	0	0	0
105373703	0	0	0	0	0	0	0	0	0	0	0	0	0
101929378	0	2	4	0	0	0	3	0	0	0	1	5	0
4929	7	12	11	10	25	11	15	7	14	33	17	21	15
440918	19	14	20	12	26	8	73	13	8	35	19	75	66
100189021	0	0	0	0	0	0	0	0	0	0	0	0	0
100189208	0	0	0	0	0	0	1	0	0	0	0	0	1
2820	198	195	87	160	213	49	125	96	119	206	151	256	131
105373707	0	0	0	0	0	0	0	0	0	0	0	0	0
105373708	0	0	0	0	0	0	0	0	0	0	0	0	0
107985955	0	0	0	0	0	0	0	0	0	0	0	0	0
105373710	0	0	0	0	0	0	0	0	0	0	0	0	0
105373709	0	0	0	0	0	0	0	0	0	0	0	1	0
11227	3	0	1	1	4	0	0	3	0	2	2	0	0
57471	68	38	24	20	40	21	95	11	31	58	47	88	59
728066	36	48	29	25	39	18	52	33	25	39	30	70	59
105373711	9	7	4	11	12	3	14	4	6	7	7	12	17
9595	2864	4608	1707	1845	2786	1095	2225	2780	2327	2413	2787	3342	2527
105373712	1	1	1	0	0	1	0	1	0	0	2	1	0
130399	10	8	9	6	9	2	22	8	9	10	7	37	18
105373713	0	0	0	0	0	0	0	1	0	0	0	0	0
90	150	178	66	70	138	50	99	116	126	154	112	213	97
105373714	0	0	0	0	1	0	0	0	0	0	0	4	0
151531	0	1	0	0	0	0	1	0	0	0	1	0	0
554201	0	0	0	0	0	0	0	0	0	0	1	0	0
130940	1	0	2	2	0	1	0	0	2	0	3	0	0
8502	166	323	98	110	184	66	116	121	147	212	191	263	96
105373715	0	0	0	0	0	0	0	0	0	0	0	0	0
107985780	1	0	0	0	1	0	1	0	1	4	0	3	4
100129029	7	8	3	4	5	2	3	2	1	5	8	5	3
92196	0	0	0	0	0	0	0	0	0	0	0	0	1
85461	4	5	2	7	5	1	6	27	3	6	6	10	4
102465535	0	0	0	0	0	0	0	0	0	0	0	0	0
105373716	31	16	13	14	9	6	32	7	9	18	9	50	22
151525	78	103	41	40	88	42	85	65	58	65	58	102	73
29994	878	713	534	632	610	134	318	406	863	773	740	864	395
643072	92	173	134	141	181	66	91	174	209	197	175	137	77
64844	1923	2268	1150	1317	1579	479	1185	1299	1661	1906	1686	2125	1325
100526664	1034	1105	524	799	864	188	435	556	960	992	843	1158	637
9936	621	658	339	513	582	143	335	416	680	574	641	715	460
4065	622	723	289	422	463	90	231	203	445	660	343	699	304
22925	0	0	0	0	0	0	0	0	0	0	0	1	0
105373717	0	0	0	0	0	0	0	0	0	0	0	0	0
3694	1	0	0	0	0	0	0	0	0	0	0	0	0
100505984	0	0	0	0	1	2	0	0	0	0	0	0	0
5937	949	1142	496	594	859	303	577	604	723	824	722	1093	580
100616364	0	0	0	1	0	0	0	0	0	0	0	0	1
105373718	0	0	0	0	0	0	0	0	0	0	0	0	0
105373719	0	0	0	0	0	0	0	0	0	0	0	0	0
10010	781	940	465	577	619	220	624	677	595	672	706	835	784
101929512	0	1	1	0	0	0	0	0	1	0	1	0	1
100996579	16	22	5	10	10	13	29	12	3	1	12	14	38
10213	212	313	154	155	208	97	227	154	133	197	190	381	302
10716	0	0	0	0	0	0	3	0	0	0	0	0	0
105373720	0	0	0	0	0	0	0	0	0	0	0	0	0
285116	357	484	201	288	353	63	140	181	410	370	395	368	154
57282	66	180	92	43	80	54	129	53	38	71	59	337	289
105373722	0	0	1	0	0	1	0	0	0	0	0	0	2
1803	310	610	193	127	285	147	277	262	197	239	211	693	402
100131604	7	7	2	5	6	4	9	3	2	7	7	19	6
101929532	1	0	0	0	0	0	0	0	0	0	0	0	0
2641	0	0	0	0	0	0	0	0	0	0	0	0	0
2191	1	0	1	2	1	0	0	0	0	0	0	1	0
105373724	0	0	0	0	0	0	0	0	0	0	0	0	0
64135	887	673	422	751	451	127	240	316	435	513	336	529	226
25801	3269	6924	3632	3274	4521	760	2688	4926	6099	3253	4605	2517	3549
90134	15	34	23	15	19	3	9	16	27	15	16	16	17
101929570	0	0	0	0	0	0	0	0	0	0	0	0	0
105373727	0	0	0	0	0	0	0	0	0	0	0	0	0
107985829	0	0	0	0	0	0	0	0	0	0	0	0	0
105373728	0	0	0	0	0	0	0	0	0	0	0	0	0
55137	0	0	0	0	0	0	0	0	0	0	0	0	0
107985957	0	0	0	0	0	0	0	0	0	0	0	0	0
2888	4	10	1	3	8	5	5	2	2	1	5	2	3
22837	125	142	84	66	64	21	60	40	42	102	31	240	79
100337591	0	0	0	0	0	0	0	0	0	0	2	3	0
101929633	1	2	1	0	0	0	1	0	1	0	1	2	1
151258	28	7	2	1	1	0	5	1	2	8	1	5	7
6328	64	33	28	16	8	5	12	6	24	21	7	30	24
6326	1	2	1	0	0	2	1	1	0	1	0	2	3
80034	0	0	0	0	0	0	0	0	0	0	0	0	0
2591	279	336	143	210	207	81	211	137	211	235	197	248	173
105373730	2	0	6	0	2	1	2	0	1	5	4	13	8
100506124	11	12	9	6	5	3	19	2	9	9	6	21	15
79809	214	192	104	120	133	37	140	77	92	154	125	290	170
100506134	0	0	0	1	0	0	0	0	0	2	1	1	0
102724058	0	0	0	0	0	0	0	0	0	0	0	0	0
6323	1	0	0	0	0	0	0	0	0	0	0	1	1
101929680	1	1	2	1	1	0	0	1	0	1	0	2	0
6335	8	3	10	4	12	1	4	4	12	11	7	18	18
6332	0	0	1	2	0	0	0	0	0	1	0	1	0
107985958	0	0	0	0	0	0	0	0	0	0	0	0	0
129446	0	2	0	2	1	1	0	0	1	0	0	1	0
100874011	0	0	0	0	0	0	0	0	0	0	0	0	0
8708	0	0	0	0	0	0	0	0	0	0	0	0	2
105616981	0	1	0	0	0	0	0	0	0	0	0	0	2
27347	237	450	173	209	234	125	235	197	212	344	223	436	223
107985959	1	0	0	0	1	0	2	0	0	0	0	0	1
105373733	0	0	0	0	0	0	0	0	0	0	0	1	0
105373734	1	0	0	0	0	0	1	0	0	0	0	1	2
102724081	6	9	1	1	4	1	9	6	2	6	2	15	4
253782	296	247	126	178	178	46	162	97	159	187	174	334	174
100616356	0	0	0	0	0	0	0	0	0	0	0	0	0
100861402	102	99	43	70	77	25	66	36	59	71	71	134	69
115677	0	1	1	2	2	0	1	0	0	0	1	0	0
57405	4	2	3	3	4	1	3	1	3	1	2	4	0
57818	1	0	0	0	0	0	0	0	0	0	0	0	0
8647	2	1	1	0	1	0	2	0	2	0	2	0	1
10170	283	386	196	564	267	190	276	200	129	349	454	299	163
4036	0	0	0	0	0	0	0	0	0	0	0	0	0
129880	14	14	9	7	11	5	25	6	6	12	5	22	16
10324	0	2	0	0	0	0	1	2	1	1	1	1	0
79675	133	128	81	79	130	55	168	74	104	150	104	235	186
9360	777	1114	408	520	653	235	605	422	559	688	693	1067	535
129881	0	0	0	1	0	0	0	0	0	2	0	0	1
493911	10	4	4	5	2	2	8	4	5	7	4	12	8
100526832	4	5	3	2	3	2	2	4	3	6	3	7	6
151230	3	5	3	2	3	2	0	2	3	4	3	5	4
6741	618	849	326	442	520	234	645	445	478	441	459	873	663
29081	106	168	62	78	113	58	174	81	82	105	79	172	191
109617017	0	0	0	0	0	0	0	0	0	1	1	0	0
130507	401	388	186	233	284	67	153	171	253	300	252	410	187
140469	3	7	2	1	7	0	4	5	5	15	3	1	4
105373735	0	0	0	0	0	0	0	0	0	0	0	0	0
101929753	0	0	0	0	0	0	0	0	0	0	0	0	0
100130256	0	0	0	0	0	0	2	0	0	0	0	0	0
101926913	0	0	1	0	0	1	0	0	0	0	0	0	0
440925	0	0	0	0	0	0	0	0	0	0	0	0	0
389058	0	0	0	0	0	0	0	0	0	0	0	0	0
285141	1	0	0	0	0	0	1	0	0	0	1	0	0
2571	1	0	0	0	0	1	0	2	0	0	1	1	0
26003	618	994	338	415	660	268	431	452	385	624	440	919	446
9874	647	816	379	403	413	210	401	399	359	612	441	864	507
107983995	0	0	0	1	1	0	3	0	1	2	0	2	0
105373737	0	0	0	1	2	0	2	0	0	0	0	0	0
79828	127	151	96	64	114	49	159	66	64	95	79	286	128
80067	181	238	110	118	134	73	180	101	125	170	137	382	219
79901	455	410	203	289	337	124	225	286	555	234	345	330	251
1781	386	577	203	351	424	156	291	282	323	340	341	696	238
8604	178	246	98	137	164	116	183	116	125	202	148	335	212
105373739	0	0	0	0	0	0	0	0	0	0	0	0	0
105373740	0	0	0	0	0	0	0	0	0	0	0	0	0
8520	410	624	268	320	459	120	412	298	343	360	318	498	479
254042	42	107	43	36	48	39	117	37	26	47	34	158	82
1745	0	0	0	0	1	0	0	0	0	0	0	0	0
1746	0	0	0	0	1	0	1	0	0	0	0	0	0
104326193	0	0	0	0	0	0	0	0	0	0	0	0	0
105373741	0	0	0	0	0	0	0	0	0	0	0	0	0
107985960	0	0	0	0	0	0	0	0	0	0	0	0	0
105376738	0	0	0	0	0	0	0	0	0	0	0	0	0
105373742	0	0	0	0	0	0	0	0	0	0	0	0	0
